academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
รองศาสตราจารย์,เภสัชกร ดร. ประเสริฐ อัครมงคลพร,Prasert Akkaramongkolporn,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,485.0,55.0,435.0,12.0,50.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ปิติ จันทร์วรโชติ,Pithi Chanvorachote,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชวิทยา,2523.0,160.0,1853.0,27.0,249.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. พจน์ กุลวานิช,Poj Kulvanich,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชอุตสาหกรรม,384.0,25.0,341.0,12.0,39.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. พรชัย โรจน์สิทธิศักดิ์,P. Pornchai Rojsitthisak,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชเคมี,807.0,57.0,671.0,13.0,131.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. พรศักดิ์ ศรีอมรศักดิ์,Pornsak Sriamornsak,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,4668.0,150.0,3746.0,35.0,114.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ภาคภูมิ เต็งอำนวย,Parkpoom Tengamnuay,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชกรรม,433.0,20.0,392.0,9.0,35.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. มนัส พงศ์ชัยเดชา,Manat Pongchaidecha,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,47.0,2.0,47.0,1.0,7.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. รุทธ์ สุทธิศรี,Rutt Suttisri,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชพฤกษศาสตร์,952.0,48.0,875.0,17.0,86.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. วัลลภ วีชะรังสรรค์,Wanlop Weecharangsan,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,เภสัชศาสตร์,353.0,12.0,328.0,7.0,27.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. วิทยา กุลสมบูรณ์,Vithaya Kulsomboon,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชศาสตร์สังคม,83.0,13.0,81.0,5.0,31.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. วีรยุทธ์ เลิศนที,Verayuth Lertnattee,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,157.0,31.0,131.0,6.0,15.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. วีระศักดิ์ สามี,Weerasak Samee,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,เภสัชศาสตร์,139.0,7.0,127.0,5.0,7.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. สนทยา ลิ้มมัทวาภิรัติ์,S. Limmatvapirat,มหาวิทยาลัยศิลปากร,Silapakorn University,-,1255.0,88.0,975.0,19.0,105.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. สมลักษณ์ คงเมือง,Somlak Kongmuang,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,21.0,4.0,21.0,1.0,17.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. สัมพันธ์ วงศ์เสรีพิพัฒนา,Sumphan Wongseripipatana,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชพฤกษศาสตร์,705.0,25.0,521.0,17.0,54.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. อุทัย สุวรรณกูฏ,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชกรรม,,,,1.0,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. อุทัย โสธนะพันธุ์,Uthai Sotanaphun,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,375.0,41.0,342.0,11.0,80.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ไกรสีห์ อัมพรายน์,Kaisri Umprayn,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชอุตสาหกรรม,244.0,11.0,243.0,6.0,15.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร สินธพ โฉมยา,Sinthop Chomya,มหาวิทยาลัยศิลปากร,Silapakorn University,-,9.0,9.0,9.0,2.0,7.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เภสัชกรหญิง จันคนา บูรณะโอสถ,Jankana Burana-Osot,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,139.0,18.0,134.0,6.0,53.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เภสัชกรหญิง ดร. กัญญดา อนุวงศ์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,เภสัชศาสตร์,,,,1.0,,ปริญญาเอก,ข้าราชการ
